tag1,tag2,tag3
capote, NC O, O
0, Fp , O
,,
Y, CC , O
la, DA O, O
faena, NC O, O
de, SP O, O
muleta, NC O, O
fue, VSI O, O
intensisima, AQ O, O
de, SP O, O
principio, NC O, O
a, SP , O
fin, NC O, O
0, Fp , O
,,
Esta, DD O, O
vez, NC O, O
supero, VMI O, O
su, DP O, O
propia, DI O, O
frontera, NC O, O
-, Fc , O
colocandose, VMG O, O
todavia, RG O, O
mas, RG O, O
alla, RG O, O
del, SP O, O
enga�o, NC O, O
0, Fp , O
,,
Inverosimil, AQ O, O
el, DA O, O
espacio, NC O, O
por, SP O, O
donde, PR O, O
tenia, NC O, O
que, PR O, O
pasar, VMN O, O
el, DA O, O
novillo, NC O, O
0, Fp , O
,,
Pero, CC O, O
-, Fc , O
para, SP O, O
asombro, NC O, O
del, SP O, O
tendido, AQ O, O
-, Fc , O
terminaba, VMI O, O
pasando, VMG O, O
0, Fp , O
,,
Y, CC , O
Casta�o, AQ B-PER, B-PER
sin, SP O, O
inmutarse, VMN O, O
0, Fp , O
,,
El, DA O, O
!, Fat , O
huy, I O, O
�, Faa , O
se, P0 O, O
confundia, VMI O, O
con, SP O, O
el, DA O, O
ole, I O, O
0, Fp , O
,,
Faena, VMM O, O
no, RN O, O
apta, VMI O, O
para, SP O, O
cardiacos, NC O, O
0, Fp , O
,,
Como, CS O, O
diria, VMI O, O
un, DI O, O
revistero, NC O, O
antiguo, AQ O, O
-, Fc , O
se, P0 O, O
acabo, VMI O, O
la, DA O, O
tila, NC O, O
en, SP O, O
la, DA O, O
plaza, NC O, O
0, Fp , O
,,
Claro, RG O, O
que, CS O, O
Casta�o, NC B-PER, B-PER
no, RN O, O
es, VSI O, O
solo, RG O, O
valor, NC O, O
0, Fp , O
,,
Porque, CS O, O
-, Fc , O
a, SP , O
todo, DI O, O
esto, PD O, O
-, Fc , O
hizo, VMI O, O
el, DA O, O
toreo, NC O, O
de, SP O, O
muleta, NC O, O
adelantada, AQ O, O
-, Fc , O
traerselo, VMN O, O
enganchado, AQ O, O
-, Fc , O
pasandoselo, VMG O, O
tan, RG O, O
cerca, RG O, O
como, CS O, O
se, P0 O, O
adivina, NC O, O
y, CC , O
llevandole, VMG O, O
lejos, RG O, O
0, Fp , O
,,
Uno, PI O, O
detras, RG O, O
de, SP O, O
otro, PI O, O
y, CC , O
muy, RG O, O
despacio, RG O, O
0, Fp , O
�, Faa , O
Que, DE O, O
emocion, NC O, O
!, Fat , O
0, Fp , O
�, Faa , O
Que, DE O, O
bonito, AQ O, O
ver, VMN O, O
a, SP , O
Casta�o, NC B-PER, B-PER
por, SP O, O
la, DA O, O
Puerta, NC B-MIS, B-MISC
Grande, AQ I-MIS, I-MISC
con, SP O, O
las, DA O, O
dos, DN O, O
orejas, NC O, O
!, Fat , O
0, Fp , O
,,
De, SP B, B-PER
la, DA I, I-PER
Serna, NC I-PE, I-PER
toreo, VMI O, O
con, SP O, O
buena, AQ O, O
apostura, NC O, O
a, SP , O
su, DP O, O
primero, AO O, O
-, Fc , O
con, SP O, O
el, DA O, O
que, PR O, O
hizo, VMI O, O
asimismo, RG O, O
buen, AQ O, O
planteamiento, NC O, O
de, SP O, O
faena, NC O, O
-, Fc , O
aunque, CS O, O
termino, VMI O, O
estropeandolo, VMG O, O
con, SP O, O
los, DA O, O
aceros, NC O, O
0, Fp , O
,,
Con, SP O, O
el, DA O, O
cuarto, NC O, O
-, Fc , O
que, PR O, O
se, P0 O, O
quedo, VMI O, O
crudo, AQ O, O
en, SP O, O
el, DA O, O
caballo, NC O, O
-, Fc , O
no, RN O, O
se, P0 O, O
entendio, VMI O, O
del, SP O, O
todo, PI O, O
0, Fp , O
,,
Castella, VMI B-PER, B-PER
ha, VAI O, O
vuelto, VMP O, O
a, SP , O
confirmar, VMN O, O
lo, DA O, O
que, PR O, O
ya, RG O, O
demostro, VMI O, O
en, SP O, O
esta, DD O, O
misma, DI O, O
plaza, NC O, O
en, SP O, O
su, DP O, O
debut, NC O, O
a, SP , O
principio, NC O, O
de, SP O, O
temporada, NC O, O
-, Fc , O
como, CS O, O
ya, RG O, O
habia, VAI O, O
evidenciado, VMP O, O
en, SP O, O
oportunidades, NC O, O
tan, RG O, O
claras, AQ O, O
que, PR O, O
tuvo, VMI O, O
igualmente, RG O, O
en, SP O, O
Las, DA B-, B-MISC
Fallas, NC I-MIS, I-MISC
de, SP O, O
Valencia, NC B-LOC, B-LOC
y, CC , O
La, DA B, B-MISC
Magdalena, NC I-MISC, I-MISC
de, SP O, O
Castellon, NC B-LOC, B-LOC
0, Fp , O
,,
Sorprende, VMI O, O
que, CS O, O
el, DA O, O
maestro, NC O, O
Jose, AQ B-P, B-PER
Antonio, AQ I-PER, I-PER
Campuzano, NC I-PER, I-PER
este, VMS O, O
empe�ado, AQ O, O
pese, VMS O, O
a, SP , O
todo, PI O, O
en, SP O, O
hacerle, VMN O, O
torero, AQ O, O
0, Fp , O
,,
En, SP O, O
ninguno, PI O, O
de, SP O, O
su, DP O, O
lote, NC O, O
se, P0 O, O
aclaro, VMI O, O
0, Fp , O
,,
Lo, DA O, O
de, SP O, O
Casta�o, NC B-PER, B-PER
fue, VSI O, O
tan, RG O, O
grande, AQ O, O
que, PR O, O
todavia, RG O, O
empeque�ece, VMI O, O
lo, DA O, O
demas, PI O, O
0, Fp , O
,,
Madrid, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Tres, DN O, O
personas, NC O, O
resultaron, VMI O, O
esta, DD O, O
tarde, RG O, O
heridas, AQ O, O
de, SP O, O
distinta, AQ O, O
consideracion, NC O, O
al, SP O, O
salirse, VMN O, O
de, SP O, O
la, DA O, O
via, NC O, O
y, CC , O
volcar, VMN O, O
el, DA O, O
turismo, NC O, O
en, SP O, O
el, DA O, O
que, PR O, O
viajaban, VMI O, O
-, Fc , O
informo, VMI O, O
a, SP , O
Efe, NC B-, B-ORG
un, DI O, O
portavoz, NC O, O
de, SP O, O
los, DA O, O
Bomberos, NC B-ORG, B-ORG
de, SP I, I-ORG
la, DA I, I-ORG
Comunidad, NC I-ORG, I-ORG
0, Fp , O
,,
El, DA O, O
accidente, NC O, O
ocurrio, VMI O, O
minutos, NC O, O
antes, RG O, O
de, SP O, O
las, DA O, O
ocho, NC O, O
de, SP O, O
la, DA O, O
tarde, NC O, O
en, SP O, O
el, DA O, O
kilometro, NC O, O
31, Z O, O
de, SP O, O
la, DA O, O
carretera, NC O, O
de, SP O, O
Extremadura, NC B-LOC, B-LOC
(, Fpa , O
N-V, NP B-, B-MISC
), Fpt , O
-, Fc , O
en, SP O, O
sentido, NC O, O
de, SP O, O
entrada, NC O, O
a, SP , O
Madrid, NC B-LOC, B-LOC
-, Fc , O
en, SP O, O
el, DA O, O
termino, NC O, O
municipal, AQ O, O
de, SP O, O
Navalcarnero, NC B-LOC, B-LOC
0, Fp , O
,,
El, DA O, O
reventon, NC O, O
de, SP O, O
una, DI O, O
rueda, NC O, O
pudo, VMI O, O
ser, VSN O, O
la, DA O, O
causa, NC O, O
de, SP O, O
que, CS O, O
el, DA O, O
conductor, NC O, O
perdiera, VMS O, O
el, DA O, O
control, NC O, O
del, SP O, O
vehiculo, NC O, O
-, Fc , O
segun, SP O, O
indicaron, VMI O, O
algunos, DI O, O
testigos, NC O, O
al, SP O, O
telefono, NC O, O
de, SP O, O
emergencias, NC O, O
112, Z O, O
al, SP O, O
avisar, VMN O, O
del, SP O, O
suceso, NC O, O
0, Fp , O
,,
Dos, DN O, O
dotaciones, NC O, O
de, SP O, O
los, DA O, O
bomberos, NC O, O
acudieron, VMI O, O
al, SP O, O
lugar, NC O, O
y, CC , O
rescataron, VMI O, O
a, SP , O
los, DA O, O
tres, DN O, O
ocupantes, NC O, O
del, SP O, O
automovil, NC O, O
-, Fc , O
que, PR O, O
habian, VAI O, O
quedado, VMP O, O
atrapados, AQ O, O
entre, SP O, O
el, DA O, O
amasijo, NC O, O
de, SP O, O
hierros, NC O, O
0, Fp , O
,,
El, DA O, O
mas, RG O, O
grave, AQ O, O
-, Fc , O
un, DI O, O
varon, NC O, O
que, PR O, O
sufrio, VMI O, O
traumatismo, NC O, O
craneoencefalico, AQ O, O
severo, AQ O, O
-, Fc , O
fue, VSI O, O
evacuado, AQ O, O
al, SP O, O
hospital, NC O, O
Doce, PN B-L, B-LOC
de, SP I, I-LOC
Octubre, NC I-LOC, I-LOC
en, SP O, O
un, DI O, O
helicoptero, NC O, O
del, SP O, O
Servicio, NC B-ORG, B-ORG
de, SP I, I-ORG
Emergencia, NC I-ORG, I-ORG
de, SP I, I-ORG
la, DA I, I-ORG
Comunidad, NC I-ORG, I-ORG
(, Fpa , O
Sercam, NP B-ORG, B-ORG
), Fpt , O
0, Fp , O
,,
Los, DA O, O
otras, DI O, O
dos, DN O, O
victimas, NC O, O
-, Fc , O
una, DI O, O
mujer, NC O, O
mayor, AQ O, O
y, CC , O
otra, PI O, O
de, SP O, O
mediana, AQ O, O
edad, NC O, O
-, Fc , O
fueron, VSI O, O
atendidas, AQ O, O
por, SP O, O
sanitarios, NC O, O
del, SP O, O
61, Z O, O
del, SP O, O
Insalud, NC B-ORG, B-ORG
y, CC , O
voluntarios, AQ O, O
de, SP O, O
Cruz, NC B-O, B-ORG
Roja, AQ I-O, I-ORG
y, CC , O
trasladas, VMI O, O
a, SP , O
los, DA O, O
hospitales, NC O, O
de, SP O, O
Getafe, NC B-LOC, B-LOC
y, CC , O
Alcorcon, NC B-LOC, B-LOC
0, Fp , O
,,
La, DA O, O
primera, AO O, O
presentaba, VMI O, O
un, DI O, O
traumatismo, NC O, O
craneoencefalico, AQ O, O
leve, AQ O, O
y, CC , O
un, DI O, O
traumatismo, NC O, O
facial, AQ O, O
y, CC , O
la, DA O, O
segunda, AO O, O
-, Fc , O
una, DI O, O
fractura, NC O, O
en, SP O, O
la, DA O, O
pierna, NC O, O
0, Fp , O
,,
Londres, NP B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFECOM, NP B-ORG, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Los, DA O, O
contratos, NC O, O
futuros, AQ O, O
del, SP O, O
crudo, NC O, O
Brent, NC B-MI, B-MISC
bajaron, VMI O, O
hoy, RG O, O
-, Fc , O
martes, NC O, O
-, Fc , O
en, SP O, O
el, DA O, O
mercado, NC O, O
de, SP O, O
Londres, NC B-LOC, B-LOC
0, Fp , O
,,
El, DA O, O
crudo, AQ O, O
Brent, NC B-MI, B-MISC
para, SP O, O
junio, NC O, O
cerro, VMI O, O
hoy, RG O, O
a, SP , O
27-35, Z O, O
dolares, NC O, O
el, DA O, O
barril, NC O, O
-, Fc , O
tras, SP O, O
descender, VMN O, O
su, DP O, O
precio, NC O, O
26, Z O, O
centavos, AQ O, O
respecto, NC O, O
a, SP , O
la, DA O, O
sesion, NC O, O
anterior, AQ O, O
0, Fp , O
,,
EFECOM, NC B-ORG, B-ORG
pa-c, NC O, O
Paris, VMI B-LO, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Los, DA O, O
51, Z O, O
paises, NC O, O
miembros, NC O, O
de, SP O, O
la, DA O, O
UEFA, NC B-O, B-ORG
tendran, VMI O, O
equipos, NC O, O
representantes, AQ O, O
en, SP O, O
las, DA O, O
competiciones, NC O, O
europeas, AQ O, O
de, SP O, O
la, DA O, O
proxima, AQ O, O
temporada, NC O, O
despues, RG O, O
de, SP O, O
que, CS O, O
el, DA O, O
Comite, NC B-ORG, B-ORG
Ejecutivo, AQ I-ORG, I-ORG
haya, VAS O, O
aceptado, VMP O, O
hoy, RG O, O
-, Fc , O
en, SP O, O
Paris, VMI B-LO, B-LOC
-, Fc , O
la, DA O, O
participacion, NC O, O
del, SP O, O
campeon, NC O, O
de, SP O, O
la, DA O, O
Liga, NC B-M, B-MISC
de, SP I, I-MISC
San, AQ I-, I-MISC
Marino, NC I-MIS, I-MISC
0, Fp , O
,,
El, DA O, O
primer, AO O, O
clasificado, NC O, O
de, SP O, O
este, DD O, O
pais, NC O, O
entrara, VMI O, O
en, SP O, O
liza, NC O, O
en, SP O, O
la, DA O, O
primera, AO O, O
ronda, NC O, O
eliminatoria, AQ O, O
de, SP O, O
la, DA O, O
Copa, NC B-M, B-MISC
de, SP I, I-MISC
la, DA I, I-MISC
UEFA, NC I-M, I-MISC
-, Fc , O
en, SP O, O
la, DA O, O
que, PR O, O
tambien, RG O, O
estaran, VMI O, O
equipos, NC O, O
de, SP O, O
otros, DI O, O
paises, NC O, O
peque�os, AQ O, O
como, CS O, O
Andorra, NC B-LOC, B-LOC
-, Fc , O
Liechtenstein, NC B-LOC, B-LOC
e, CC , O
Islas, NC B-LO, B-LOC
Feroe, NC I-LO, I-LOC
0, Fp , O
,,
El, DA O, O
Comite, NC B-ORG, B-ORG
Ejecutivo, AQ I-ORG, I-ORG
ha, VAI O, O
entendido, VMP O, O
que, CS O, O
el, DA O, O
futbol, NC O, O
en, SP O, O
estos, DD O, O
paises, NC O, O
ha, VAI O, O
evolucionado, VMP O, O
lo, DA O, O
suficiente, AQ O, O
para, SP O, O
participar, VMN O, O
y, CC , O
de, SP O, O
hecho, VMP O, O
ya, RG O, O
han, VAI O, O
tomado, VMP O, O
parte, NC O, O
en, SP O, O
las, DA O, O
fases, NC O, O
previas, AQ O, O
de, SP O, O
los, DA O, O
Mundiales, NC B-MISC, B-MISC
y, CC , O
Eurocopas, NC B-MISC, B-MISC
0, Fp , O
,,
La, DA B, B-LOC
Coru�a, NC I-LOC, I-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Los, DA O, O
jugadores, NC O, O
del, SP O, O
Deportivo, AQ B-ORG, B-ORG
reciben, VMI O, O
esta, DD O, O
noche, NC O, O
un, DI O, O
homenaje, NC O, O
organizado, AQ O, O
por, SP O, O
la, DA O, O
fundacion, NC B-ORG, B-ORG
Fernandez, AQ I-ORG, I-ORG
Latorre, NC I-ORG, I-ORG
en, SP O, O
el, DA O, O
restaurante, NC B-LOC, B-LOC
Playa, AQ I-LO, I-LOC
Club, NC I-L, I-LOC
-, Fc , O
de, SP O, O
La, DA B, B-LOC
Coru�a, NC I-LOC, I-LOC
-, Fc , O
para, SP O, O
agradecer, VMN O, O
la, DA O, O
consecucion, NC O, O
del, SP O, O
primer, AO O, O
titulo, NC O, O
de, SP O, O
liga, NC O, O
del, SP O, O
futbol, NC O, O
gallego, AQ O, O
-, Fc , O
logrado, VMP O, O
en, SP O, O
Riazor, VMN B-LOC, B-LOC
el, DA O, O
pasado, AQ O, O
domingo, NC O, O
0, Fp , O
,,
Al, SP O, O
homenaje, NC O, O
han, VAI O, O
sido, VSP O, O
invitados, VMP O, O
cien, DN O, O
lectores, NC O, O
y, CC , O
oyentes, AQ O, O
de, SP O, O
La, DA B, B-ORG
Voz, NC I-, I-ORG
de, SP I, I-ORG
Galicia, NC I-ORG, I-ORG
y, CC , O
Onda, NC B-O, B-ORG
Cero, NC I-O, I-ORG
Galicia-radio, AQ I-ORG, I-ORG
Voz, NC I-, I-ORG
-, Fx , O
50, Z O, O
directivos, NC O, O
-, Fc , O
jugadores, NC O, O
y, CC , O
personal, AQ O, O
tecnico, NC O, O
del, SP O, O
Deportivo, AQ B-ORG, B-ORG
y, CC , O
de, SP O, O
la, DA O, O
empresa, NC O, O
0, Fp , O
,,
Los, DA O, O
jugadores, NC O, O
deportivistas, AQ O, O
fueron, VSI O, O
recibidos, AQ O, O
por, SP O, O
el, DA O, O
equipo, NC O, O
directivo, AQ O, O
del, SP O, O
grupo, NC O, O
en, SP O, O
el, DA O, O
hotel, NC O, O
-, Fc , O
tras, SP O, O
lo, DA O, O
que, PR O, O
se, P0 O, O
celebrara, VMI O, O
una, DI O, O
cena, NC O, O
en, SP O, O
la, DA O, O
que, PR O, O
intervendran, VMI O, O
-, Fc , O
entre, SP O, O
otros, PI O, O
-, Fc , O
el, DA O, O
capitan, NC O, O
deportivista, AQ O, O
-, Fc , O
Mauro, AQ B-PE, B-PER
Silva, NC I-PE, I-PER
-, Fc , O
el, DA O, O
entrenador, NC O, O
del, SP O, O
equipo, NC O, O
-, Fc , O
Javier, AQ B-PER, B-PER
Irureta, AQ I-PER, I-PER
-, Fc , O
y, CC , O
el, DA O, O
presidente, NC O, O
del, SP O, O
club, NC O, O
-, Fc , O
Auguto, AQ B-PER, B-PER
Cesar, NC I-PE, I-PER
Lendoiro, AQ I-PER, I-PER
0, Fp , O
,,
Tambien, RG O, O
intervendran, VMI O, O
en, SP O, O
el, DA O, O
acto, NC O, O
varios, DI O, O
miembros, NC O, O
del, SP O, O
grupo, NC O, O
Voz, NC B-, B-ORG
-, Fc , O
entre, SP O, O
ellos, PP O, O
el, DA O, O
director, NC O, O
de, SP O, O
La, DA B, B-ORG
Voz, NC I-, I-ORG
de, SP I, I-ORG
Galicia, NC I-ORG, I-ORG
-, Fc , O
Ernesto, NC B-PER, B-PER
Sanchez, AQ I-PER, I-PER
Pombo, NC I-PE, I-PER
-, Fc , O
tras, SP O, O
lo, DA O, O
que, PR O, O
se, P0 O, O
ofrecera, VMI O, O
un, DI O, O
obsequio, NC O, O
a, SP , O
toda, DI O, O
la, DA O, O
plantilla, NC O, O
y, CC , O
cuerpo, NC O, O
tecnico, AQ O, O
del, SP O, O
Deportivo, AQ B-ORG, B-ORG
0, Fp , O
,,
Err:510, Fz O, O
,,
Merida, NC B-LOC, B-LOC
-, Fc , O
23, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
delegacion, NC O, O
de, SP O, O
la, DA O, O
Agencia, NC B-ORG, B-ORG
EFE, NC I-, I-ORG
en, SP O, O
Extremadura, NC B-LOC, B-LOC
transmitira, VMI O, O
el, DA O, O
miercoles, NC O, O
-, Fc , O
24, Z O, O
de, SP O, O
mayo, NC O, O
-, Fc , O
entre, SP O, O
otras, PI O, O
-, Fc , O
las, DA O, O
siguientes, AQ O, O
informaciones, NC O, O
:, Fd , O
(, Fpa , O
FERIA, VMM O, O
ALFARERIA, AQ O, O
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Salvatierra, NC B-LOC, B-LOC
de, SP I, I-LOC
los, DA I-, I-LOC
Barros, NC I-LOC, I-LOC
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
vicepresidente, NC O, O
de, SP O, O
la, DA O, O
Junta, NC B-OR, B-ORG
-, Fc , O
Carlos, NC B-PER, B-PER
Sanchez, AQ I-PER, I-PER
Polo, NC I-P, I-PER
-, Fc , O
inaugurara, VMI O, O
la, PP O, O
VI, VMI B, B-MISC
Feria, NC I-MI, I-MISC
de, SP I, I-MISC
la, DA I, I-MISC
Alfareria., NC I-MISC, I-MISC
el, DA I, I-MISC
Barro, NC I-MI, I-MISC
-, Fc , O
en, SP O, O
la, DA O, O
que, PR O, O
participan, VMI O, O
80, Z O, O
expositores, NC O, O
espa�oles, AQ O, O
y, CC , O
portugueses, AQ O, O
hasta, SP O, O
el, DA O, O
proximo, AQ O, O
dia, NC O, O
28, Z O, O
0, Fp , O
,,
(, Fpa , O
DESAYUNOS, NC O, O
SALUD, NC O, O
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Badajoz, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
Fundacion, NC B-ORG, B-ORG
Espa�ola, AQ I-ORG, I-ORG
del, SP I-, I-ORG
Corazon, NC I-ORG, I-ORG
llevara, VMI O, O
a, SP , O
cabo, NC O, O
-, Fc , O
en, SP O, O
colaboracion, NC O, O
con, SP O, O
el, DA O, O
Ministerio, NC B-ORG, B-ORG
de, SP I, I-ORG
Agricultura-, NC I-ORG, I-ORG
Pesca., AQ I-ORG, I-ORG
Alimentacion, NC I-ORG, I-ORG
-, Fc , O
un, DI O, O
-, Fe , B-MISC
Desayuno, NC I-MISC, I-MISC
Cardiosaludable, AQ I-MISC, I-MISC
-, Fe , I-MISC
-, Fc , O
en, SP O, O
el, DA O, O
Colegio, NC B-ORG, B-ORG
Publico, AQ I-ORG, I-ORG
Arias, NC I-OR, I-ORG
Montano, AQ I-ORG, I-ORG
-, Fc , O
de, SP O, O
Badajoz, NC B-LOC, B-LOC
-, Fc , O
dentro, RG O, O
de, SP O, O
una, DI O, O
campa�a, NC O, O
nacional, AQ O, O
que, PR O, O
se, P0 O, O
desarrolla, VMI O, O
en, SP O, O
50, Z O, O
colegios, NC O, O
0, Fp , O
,,
(, Fpa , O
UCE, VMI B-, B-ORG
TOMATE, NC O, O
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
miembro, NC O, O
de, SP O, O
la, DA O, O
Comision, NC B-ORG, B-ORG
Regional, AQ I-ORG, I-ORG
de, SP I, I-ORG
UCE, VMI I-, I-ORG
Emilio, NC B-PER, B-PER
Guerrero, NC I-PER, I-PER
expondra, VMI O, O
la, DA O, O
posicion, NC O, O
de, SP O, O
esta, DD O, O
organizacion, NC O, O
agraria, AQ O, O
respecto, NC O, O
a, SP , O
la, DA O, O
proxima, AQ O, O
campa�a, NC O, O
de, SP O, O
tomate, NC O, O
0, Fp , O
,,
(, Fpa , O
URGENCIAS, NC O, O
61, Z O, O
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Badajoz, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
gerente, NC O, O
del, SP O, O
servicio, NC B-MISC, B-MISC
61, Z I-, I-MISC
-, Fc , O
Miguel, NC B-PER, B-PER
Angel, AQ I-PE, I-PER
Ruiz, NC I-P, I-PER
-, Fc , O
dara, VMI O, O
a, SP , O
conocer, VMN O, O
la, DA O, O
actividad, NC O, O
desarrollada, AQ O, O
por, SP O, O
este, DD O, O
servicio, NC O, O
de, SP O, O
urgencias, NC O, O
una, DI O, O
vez, NC O, O
cumplido, VMP O, O
su, DP O, O
primer, AO O, O
a�o, NC O, O
de, SP O, O
funcionamiento, NC O, O
0, Fp , O
,,
(, Fpa , O
ANTONIO, AQ B-PER, B-PER
MONTERO, NC I-PER, I-PER
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Badajoz, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
arzobispo, NC O, O
de, SP O, O
Merida-Badajoz, NC B-LOC, B-LOC
-, Fc , O
Antonio, AQ B-PER, B-PER
Montero, NC I-PER, I-PER
-, Fc , O
cumple, VMI O, O
veinte, DN O, O
a�os, NC O, O
desde, SP O, O
su, DP O, O
nombramiento, NC O, O
como, CS O, O
Obispo, NC B-MIS, B-MISC
de, SP O, O
la, DA O, O
diocesis, NC O, O
pacense, AQ O, O
-, Fc , O
un, DI O, O
periodo, NC O, O
en, SP O, O
el, DA O, O
que, PR O, O
la, DA O, O
creacion, NC O, O
de, SP O, O
la, DA O, O
Provincia, NC B-MISC, B-MISC
Eclesiastica, AQ I-MISC, I-MISC
de, SP I, I-MISC
Extremadura, NC I-MISC, I-MISC
-, Fc , O
ha, VAI O, O
sido, VSP O, O
uno, PI O, O
de, SP O, O
sus, DP O, O
principales, AQ O, O
logros, NC O, O
0, Fp , O
,,
(, Fpa , O
PP, NC B, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
portavoz, NC O, O
del, SP O, O
Grupo, NC B-OR, B-ORG
Parlamentario, AQ I-ORG, I-ORG
del, SP O, O
PP, NC B, B-ORG
-, Fc , O
Carlos, NC B-PER, B-PER
Floriano, NC I-PER, I-PER
-, Fc , O
dara, VMI O, O
a, SP , O
conocer, VMN O, O
los, DA O, O
diputados, NC O, O
y, CC , O
asesores, NC O, O
tecnicos, AQ O, O
que, PR O, O
compondran, VMI O, O
las, DA O, O
mesas, NC O, O
de, SP O, O
negociacion, NC O, O
de, SP O, O
este, DD O, O
partido, NC O, O
con, SP O, O
la, DA O, O
Junta, NC B-OR, B-ORG
de, SP I, I-ORG
Extremadura, NC I-ORG, I-ORG
para, SP O, O
alcanzar, VMN O, O
el, DA O, O
pacto, NC O, O
sobre, SP O, O
diversos, DI O, O
asuntos, NC O, O
de, SP O, O
interes, NC O, O
para, SP O, O
la, DA O, O
region, NC O, O
0, Fp , O
,,
Agenda, NC O, O
informativa, AQ O, O
-, Fg , O
09:30, Z O, O
h., NC O, O
-, Fg , O
Badajoz, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
Desayuno, NC B-MISC, B-MISC
Cardiosaludable, AQ I-MISC, I-MISC
de, SP O, O
la, DA O, O
Fundacion, NC B-ORG, B-ORG
Espa�ola, AQ I-ORG, I-ORG
del, SP I-, I-ORG
Corazon, NC I-ORG, I-ORG
0, Fp , O
,,
10:30, Z O, O
h., NC O, O
-, Fg , O
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
COAG, VMI B-O, B-ORG
Extremadura, NC I-ORG, I-ORG
informara, VMI O, O
sobre, SP O, O
su, DP O, O
presencia, NC O, O
en, SP O, O
la, DA O, O
protesta, NC O, O
convocada, AQ O, O
para, SP O, O
el, DA O, O
dia, NC O, O
29, Z O, O
en, SP O, O
Evora, NC B-LO, B-LOC
(, Fpa , O
Portugal, NP B-LOC, B-LOC
), Fpt , O
0, Fp , O
,,
10:30, Z O, O
h., NC O, O
-, Fg , O
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
ASAJA, NC B-OR, B-ORG
informara, VMI O, O
sobre, SP O, O
la, DA O, O
movilizacion, NC O, O
de, SP O, O
ASAJA, NC B-OR, B-ORG
en, SP O, O
Madrid, NC B-LOC, B-LOC
por, SP O, O
la, DA O, O
subida, NC O, O
de, SP O, O
carburantes, AQ O, O
y, CC , O
fertilizantes, AQ O, O
0, Fp , O
,,
10:30, Z O, O
h., NC O, O
-, Fg , O
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
R/P, NC O, O
de, SP O, O
UCE, VMI B-, B-ORG
sobre, SP O, O
la, DA O, O
proxima, AQ O, O
campa�a, NC O, O
de, SP O, O
tomate, NC O, O
en, SP O, O
Extremadura, NC B-LOC, B-LOC
0, Fp , O
,,
10:30, Z O, O
h., NC O, O
-, Fg , O
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
R/P, VMI O, O
de, SP O, O
IU, NC B, B-ORG
sobre, SP O, O
diversos, DI O, O
asuntos, NC O, O
de, SP O, O
actualidad, NC O, O
politica, AQ O, O
0, Fp , O
,,
11:00, Z O, O
h., NC O, O
-, Fg , O
Badajoz, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
Balance, NC O, O
de, SP O, O
las, DA O, O
actividades, NC O, O
del, SP O, O
Servicio, NC B-ORG, B-ORG
de, SP I, I-ORG
Urgencias, NC I-ORG, I-ORG
61, Z I-, I-ORG
0, Fp , O
,,
11:00, Z O, O
h., NC O, O
-, Fg , O
Badajoz, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
R/P, NC O, O
del, SP O, O
grupo, NC O, O
del, SP O, O
PP, NC B, B-ORG
en, SP O, O
la, DA O, O
Diputacion, NC B-ORG, B-ORG
para, SP O, O
informar, VMN O, O
