tag1,tag2,tag3
Extremadura, NC I-MISC, I-MISC
(, Fpa , O
FECSUR, NP B-MIS, B-MISC
), Fpt , O
0, Fp , O
,,
12:30, Z O, O
h., NC O, O
-, Fg , O
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
Pleno, AQ B-OR, B-ORG
del, SP I-, I-ORG
Ayuntamiento, NC I-ORG, I-ORG
debatira, VMI O, O
cuestiones, NC O, O
como, CS O, O
la, DA O, O
recalificacion, NC O, O
de, SP O, O
terrenos, NC O, O
aleda�os, AQ O, O
al, SP O, O
Colegio, NC B-LOC, B-LOC
-, Fe , I-LOC
Salesianos, AQ I-LOC, I-LOC
-, Fe , I-LOC
0, Fp , O
,,
20:30, Z O, O
h., NC O, O
-, Fg , O
Caceres, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
consejero, NC O, O
de, SP O, O
Cultura, NC B-MISC, B-MISC
-, Fc , O
Francisco, AQ B-PER, B-PER
Mu�oz, NC I-PE, I-PER
-, Fc , O
asistira, VMI O, O
a, SP , O
la, DA O, O
presentacion, NC O, O
del, SP O, O
libro, NC O, O
-, Fe , O
Seres., AQ B-MIS, B-MISC
Estrellas, NC I-MISC, I-MISC
-, Fe , O
-, Fc , O
que, PR O, O
analiza, VMI O, O
los, DA O, O
origenes, NC O, O
del, SP O, O
Universo, NC B-MISC, B-MISC
-, Fc , O
y, CC , O
de, SP O, O
los, DA O, O
datos, NC O, O
sobre, SP O, O
el, DA O, O
proyecto, NC O, O
de, SP O, O
investigacion, NC O, O
-, Fe , O
Los, DA B-, B-MISC
Primeros, AO I-MISC, I-MISC
Pobladores, NC I-MISC, I-MISC
de, SP I, I-MISC
Extremadura, NC I-MISC, I-MISC
-, Fe , O
0, Fp , O
,,
-, Fg , O
,,
:, Fd , O
-, Fg , O
h., NC O, O
-, Fg , O
Merida, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
television, NC O, O
publica, AQ O, O
y, CC , O
la, DA O, O
sociedad, NC O, O
de, SP O, O
la, DA O, O
informacion, NC O, O
-, Fc , O
la, DA O, O
financiacion, NC O, O
autonomica, AQ O, O
-, Fc , O
los, DA O, O
contenidos, AQ O, O
de, SP O, O
la, DA O, O
jornada, NC O, O
extraescolar, AQ O, O
y, CC , O
la, DA O, O
creacion, NC O, O
de, SP O, O
un, DI O, O
Consejo, NC B-ORG, B-ORG
Consultivo, AQ I-ORG, I-ORG
son, VSI O, O
los, DA O, O
primeros, AO O, O
asuntos, NC O, O
que, PR O, O
negociaran, VMI O, O
a, SP , O
partir, VMN O, O
de, SP O, O
ma�ana, NC O, O
el, DA O, O
PP, NC B, B-ORG
y, CC , O
la, DA O, O
Junta, NC B-OR, B-ORG
de, SP I, I-ORG
Extremadura, NC I-ORG, I-ORG
para, SP O, O
alcanzar, VMN O, O
un, DI O, O
pacto, NC O, O
regional, AQ O, O
sobre, SP O, O
13, Z O, O
asuntos, NC O, O
de, SP O, O
interes, NC O, O
0, Fp , O
,,
-, Fg , O
,,
:, Fd , O
-, Fg , O
h., NC O, O
-, Fg , O
Caceres, NC B-LOC, B-LOC
0, Fp , O
,,
-, Fg , O
,,
Continuaran, VMI O, O
las, DA O, O
actividades, NC O, O
de, SP O, O
-, Fe , O
Agora., VMI B-MIS, B-MISC
El, DA I, I-MISC
debate, NC I-MIS, I-MISC
peninsular, AQ I-MISC, I-MISC
-, Fe , O
0, Fp , O
,,
Por, SP O, O
Caius, NC B-PE, B-PER
Apicius, AQ I-PER, I-PER
Madrid, AQ B-LOC, B-LOC
-, Fc , O
25, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
Un, DI O, O
vicio, NC O, O
en, SP O, O
el, DA O, O
que, PR O, O
no, RN O, O
debe, VMI O, O
incurrir, VMN O, O
jamas, RG O, O
quien, PR O, O
se, P0 O, O
tenga, VMS O, O
por, SP O, O
gastronomo, NC O, O
y, CC , O
aspire, VMM O, O
a, SP , O
ser, VSN O, O
reconocido, VMP O, O
como, CS O, O
tal, PD O, O
es, VSI O, O
el, DA O, O
de, SP O, O
la, DA O, O
patrioteria, NC O, O
-, Fc , O
entendida, AQ O, O
como, CS O, O
el, DA O, O
alarde, NC O, O
excesivo, AQ O, O
e, CC , O
inoportuno, AQ O, O
de, SP O, O
patriotismo, NC O, O
:, Fd , O
el, DA O, O
gastronomo, NC O, O
no, RN O, O
es, VSI O, O
apatrida, AQ O, O
-, Fc , O
pero, CC O, O
debe, VMI O, O
huir, VMN O, O
como, CS O, O
de, SP O, O
la, DA O, O
peste, NC O, O
del, SP O, O
chovinismo, NC O, O
0, Fp , O
,,
Hace, VMI O, O
a�os, NC O, O
-, Fc , O
en, SP O, O
uno, PI O, O
de, SP O, O
sus, DP O, O
libros, NC O, O
de, SP O, O
viaje, NC O, O
-, Fc , O
el, DA O, O
Nobel, NC B-PE, B-PER
de, SP I, I-PER
Literatura, NC I-PER, I-PER
Camilo, AQ I-PER, I-PER
Jose, AQ I-P, I-PER
Cela, NC I-P, I-PER
afirmaba, VMI O, O
que, CS O, O
el, DA O, O
patriota, NC O, O
es, VSI O, O
quien, PR O, O
esta, VMI O, O
orgulloso, AQ O, O
del, SP O, O
lugar, NC O, O
en, SP O, O
que, PR O, O
ha, VAI O, O
nacido, VMP O, O
y, CC , O
lo, PP O, O
defiende, VMI O, O
-, Fc , O
actitud, NC O, O
en, SP O, O
la, DA O, O
que, PR O, O
tiene, VMI O, O
razon, NC O, O
-, Fc , O
mientras, CS O, O
que, CS O, O
el, DA O, O
patriotero, NC O, O
-, Fg , O
por, SP O, O
entonces, RG O, O
-, Fc , O
Cela, NC B-P, B-PER
usaba, VMI O, O
la, DA O, O
palabra, NC O, O
', Fz , O
nacionalista, AQ O, O
', Fz , O
-, Fg , O
es, VSI O, O
el, DA O, O
que, PR O, O
proclama, VMI O, O
contra, SP O, O
viento., VMN O, O
marea, NC O, O
que, CS O, O
su, DP O, O
tierra, NC O, O
natal, AQ O, O
es, VSI O, O
en, SP O, O
todo, DI O, O
superior, AQ O, O
a, SP , O
las, DA O, O
demas, PI O, O
-, Fc , O
cosa, NC O, O
en, SP O, O
la, DA O, O
que, CS O, O
-, Fg , O
decia, VMI O, O
Cela, NC B-P, B-PER
-, Fg , O
bien, RG O, O
pudiera, VMS O, O
no, RN O, O
tener, VMN O, O
razon, NC O, O
0, Fp , O
,,
En, SP O, O
esto, PD O, O
de, SP O, O
la, DA O, O
comida, NC O, O
abunda, VMI O, O
demasiado, RG O, O
la, DA O, O
patrioteria, NC O, O
0, Fp , O
,,
Uno, PI O, O
no, RN O, O
tiene, VMI O, O
ningun, DI O, O
inconveniente, NC O, O
en, SP O, O
aceptar, VMN O, O
que, CS O, O
cada, DI O, O
cual, PR O, O
defienda, VMS O, O
la, DA O, O
cocina, NC O, O
y, CC , O
los, DA O, O
productos, NC O, O
de, SP O, O
su, DP O, O
tierra, NC O, O
..., Fs O, O
siempre, RG O, O
que, CS O, O
esa, DD O, O
defensa, NC O, O
no, RN O, O
implique, VMS O, O
el, DA O, O
desprecio, NC O, O
por, SP O, O
cuanto, RG O, O
es, VSI O, O
ajeno, AQ O, O
a, SP , O
las, DA O, O
costumbres, NC O, O
gastronomicas, AQ O, O
de, SP O, O
su, DP O, O
solar, NC O, O
patrio, AQ O, O
0, Fp , O
,,
En, SP O, O
este, DD O, O
caso, NC O, O
-, Fc , O
habra, VAI O, O
que, CS O, O
pasar, VMN O, O
de, SP O, O
Cela, NC B-P, B-PER
a, SP , O
Antonio, NC B-PER, B-PER
Machado, AQ I-PER, I-PER
y, CC , O
recordar, VMN O, O
aquello, PD O, O
de, SP O, O
-, Fe , O
desprecia, VMM O, O
cuanto, RG O, O
ignora, VMI O, O
..., Fs O, O
,,
-, Fe , O
El, DA O, O
problema, NC O, O
de, SP O, O
la, DA O, O
patrioteria, NC O, O
gastronomica, AQ O, O
-, Fg , O
y, CC , O
-, Fc , O
no, RN O, O
nos, PP O, O
enga�emos, VMS O, O
-, Fc , O
de, SP O, O
cualquier, DI O, O
otra, DI O, O
-, Fg , O
es, VSI O, O
ese, PD O, O
justamente, RG O, O
:, Fd , O
la, DA O, O
ignorancia, NC O, O
0, Fp , O
,,
Claro, RG O, O
que, CS O, O
esa, DD O, O
misma, DI O, O
ignorancia, NC O, O
puede, VMI O, O
hacer, VMN O, O
caer, VMN O, O
a, SP , O
muchos, PI O, O
en, SP O, O
el, DA O, O
defecto, NC O, O
contrario, AQ O, O
:, Fd , O
el, DA O, O
-, Fc , O
digamos, VMM O, O
-, Fc , O
papanatismo, NC O, O
que, PR O, O
hace, VMI O, O
que, CS O, O
para, SP O, O
estos, DD O, O
ciudadanos, NC O, O
todo, DI O, O
lo, DA O, O
extranjero, NC O, O
sea, VSS O, O
mejor, AQ O, O
0, Fp , O
,,
Pues, CS O, O
..., Fs O, O
tampoco, RG O, O
0, Fp , O
,,
Un, DI O, O
gastronomo, NC O, O
es, VSI O, O
algo, PI O, O
asi, RG O, O
como, CS O, O
un, DI O, O
viajero, NC O, O
-, Fc , O
pero, CC O, O
viajero, AQ O, O
-, Fc , O
no, RN O, O
turista, AQ O, O
-, Fx , O
un, DI O, O
viajero, NC O, O
-, Fc , O
digamos, VMM O, O
-, Fc , O
al, SP O, O
estilo, NC O, O
del, SP O, O
siglo, NC O, O
XIX, AQ O, O
-, Fc , O
una, DI O, O
persona, NC O, O
llena, AQ O, O
de, SP O, O
curiosidad, NC O, O
y, CC , O
liberada, AQ O, O
-, Fc , O
en, SP O, O
lo, DA O, O
posible, AQ O, O
-, Fc , O
de, SP O, O
prejuicios, NC O, O
-, Fc , O
dispuesta, AQ O, O
a, SP , O
aceptar, VMN O, O
las, DA O, O
cosas, NC O, O
buenas, AQ O, O
de, SP O, O
los, DA O, O
demas, PI O, O
sin, SP O, O
por, SP O, O
ello, PP O, O
renegar, VMN O, O
de, SP O, O
las, DA O, O
propias, AQ O, O
0, Fp , O
,,
Pero, CC O, O
esa, DD O, O
universalidad, NC O, O
del, SP O, O
gastronomo, NC O, O
-, Fg , O
los, DA O, O
primeros, AO O, O
que, PR O, O
universalizaron, VMI O, O
la, DA O, O
gastronomia, NC O, O
fueron, VSI O, O
los, DA O, O
romanos, NC O, O
-, Fg , O
no, RN O, O
implica, VMI O, O
la, DA O, O
renuncia, NC O, O
a, SP , O
lo, DA O, O
propio, AQ O, O
0, Fp , O
,,
Mucho, RG O, O
menos, RG O, O
las, DA O, O
mezcolanzas, NC O, O
absurdas, AQ O, O
-, Fc , O
esa, DD O, O
cocina, NC O, O
que, PR O, O
hoy, RG O, O
llamamos, VMI O, O
', Fz , O
de, SP O, O
fusion, NC O, O
', Fz , O
-, Fc , O
muy, RG O, O
defendible, AQ O, O
siempre., NC O, O
cuando, CS O, O
no, RN O, O
derive, VMS O, O
-, Fc , O
como, CS O, O
en, SP O, O
tantos, DI O, O
casos, NC O, O
-, Fc , O
en, SP O, O
cocina, NC O, O
', Fz , O
de, SP O, O
confusion, NC O, O
', Fz , O
0, Fp , O
,,
Insistiremos, VMI O, O
siempre, RG O, O
en, SP O, O
que, PR O, O
una, DI O, O
cocina, NC O, O
-, Fc , O
para, SP O, O
ser, VSN O, O
de, SP O, O
verdad, NC O, O
grande, AQ O, O
-, Fc , O
ha, VAI O, O
de, SP O, O
ser, VSN O, O
fiel, AQ O, O
a, SP , O
su, DP O, O
tierra, NC O, O
-, Fc , O
y, CC , O
tambien, RG O, O
a, SP , O
su, DP O, O
tiempo, NC O, O
0, Fp , O
,,
Pero, CC O, O
debe, VMI O, O
-, Fc , O
como, PT O, O
no, RN O, O
-, Fc , O
estar, VMN O, O
abierta, AQ O, O
a, SP , O
incorporaciones, NC O, O
foraneas, AQ O, O
0, Fp , O
,,
Que, PT O, O
seria, VSI O, O
de, SP O, O
la, DA O, O
cocina, NC O, O
europea, AQ O, O
-, Fc , O
por, SP O, O
ejemplo, NC O, O
-, Fc , O
sin, SP O, O
las, DA O, O
patatas, NC O, O
-, Fx , O
o, CC , O
de, SP O, O
la, DA O, O
cocina, NC O, O
mediterranea, AQ O, O
sin, SP O, O
los, DA O, O
tomates, NC O, O
-, Fc , O
productos, NC O, O
ambos, PN O, O
que, PR O, O
llegaron, VMI O, O
al, SP O, O
Viejo, AQ B-MI, B-MISC
Mundo, NC I-MI, I-MISC
hace, VMI O, O
menos, RG O, O
de, SP O, O
cinco, DN O, O
siglos, NC O, O
..., Fs O, O
,,
Imaginense, VMM O, O
ustedes, PP O, O
que, CS O, O
entre, SP O, O
aquellos, DD O, O
espa�oles, NC O, O
-, Fc , O
que, PR O, O
fueron, VSI O, O
quienes, PR O, O
llevaron, VMI O, O
a, SP , O
Europa, VMN B-LOC, B-LOC
esos, DD O, O
dones, NC O, O
americanos, AQ O, O
-, Fc , O
se, P0 O, O
hubiera, VAS O, O
impuesto, VMP O, O
la, DA O, O
patrioteria, NC O, O
gastronomica, AQ O, O
:, Fd , O
patatas, NC O, O
y, CC , O
tomates, NC O, O
se, P0 O, O
hubieran, VAS O, O
quedado, VMP O, O
en, SP O, O
curiosidades, NC O, O
botanicas, AQ O, O
0, Fp , O
,,
No, RN O, O
hay, VAI O, O
-, Fc , O
no, RN O, O
puede, VMI O, O
haber, VAN O, O
-, Fc , O
una, DI O, O
cocina, NC O, O
universal, AQ O, O
-, Fx , O
recuerden, VMM O, O
ustedes, PP O, O
ese, DD O, O
horror, NC O, O
conocido, AQ O, O
como, CS O, O
', Fz , O
cocina, NC O, O
internacional, AQ O, O
', Fz , O
tan, RG O, O
frecuente, AQ O, O
en, SP O, O
restaurantes, NC O, O
de, SP O, O
hotel, NC O, O
0, Fp , O
,,
Pero, CC O, O
tampoco, RG O, O
puede, VMI O, O
haber, VAN O, O
una, DI O, O
cocina, NC O, O
encerrada, AQ O, O
en, SP O, O
si, RG O, O
misma, DI O, O
0, Fp , O
,,
No, RN O, O
cabe, VMI O, O
preguntarse, VMN O, O
-, Fc , O
ante, SP O, O
un, DI O, O
nuevo, AQ O, O
alimento, NC O, O
-, Fc , O
una, DI O, O
nueva, AQ O, O
especia, NC O, O
-, Fc , O
�, Fia , O
de, SP O, O
donde, PT O, O
viene, VMI O, O
esto, PD O, O
?, Fit , O
-, Fc , O
sin, SP O, O
investigar, VMN O, O
antes, RG O, O
lo, DA O, O
verdaderamente, RG O, O
importante, AQ O, O
:, Fd , O
�, Fia , O
esta, VMI O, O
rico, AQ O, O
?, Fit , O
,,
Pues, CS O, O
-, Fc , O
si, CS O, O
esta, VMI O, O
rico, AQ O, O
..., Fs O, O
adelante, RG O, O
-, Fc , O
viniere, VMS O, O
de, SP O, O
donde, PR O, O
viniere, VMS O, O
0, Fp , O
,,
Por, SP O, O
supuesto, AQ O, O
-, Fc , O
hay, VAI O, O
que, CS O, O
estudiar, VMN O, O
como, PT O, O
adaptamos, VMI O, O
ese, DD O, O
nuevo, AQ O, O
producto, NC O, O
a, SP , O
nuestros, DP O, O
usos, NC O, O
culinarios, AQ O, O
mas, RG O, O
arraigados, AQ O, O
0, Fp , O
,,
Asi, RG O, O
-, Fc , O
nuestra, DP O, O
cocina, NC O, O
evoluciona, VMI O, O
-, Fc , O
se, P0 O, O
enriquece, VMI O, O
0, Fp , O
,,
De, SP O, O
la, DA O, O
otra, DI O, O
manera, NC O, O
-, Fc , O
encerrandose, VMG O, O
en, SP O, O
si, RG O, O
misma, DI O, O
-, Fc , O
acaba, VMI O, O
por, SP O, O
debilitarse, VMN O, O
y, CC , O
extinguirse, VMN O, O
-, Fx , O
la, DA O, O
endogamia, NC O, O
no, RN O, O
es, VSI O, O
buena, AQ O, O
para, SP O, O
casi, RG O, O
nada, PI O, O
0, Fp , O
,,
Tengan, VMM O, O
-, Fc , O
pues, CS O, O
-, Fc , O
la, DA O, O
mente, NC O, O
abierta, AQ O, O
-, Fc , O
y, CC , O
los, DA O, O
sentidos, NC O, O
mas, RG O, O
todavia, RG O, O
0, Fp , O
,,
Que, CS O, O
-, Fc , O
parafraseando, VMG O, O
a, SP , O
Shakespeare, NC B-PER, B-PER
en, SP O, O
', Fz , O
Hamlet, AQ B-MIS, B-MISC
', Fz , O
-, Fc , O
hay, VAI O, O
mas, RG O, O
cosas, NC O, O
ricas, AQ O, O
en, SP O, O
la, DA O, O
Tierra, NC B-MIS, B-MISC
de, SP O, O
las, DA O, O
que, PR O, O
alcanza, VMI O, O
tu, DP O, O
sabiduria, NC O, O
-, Fc , O
o, CC , O
tu, DP O, O
experiencia, NC O, O
personal, AQ O, O
0, Fp , O
,,
No, RN O, O
se, P0 O, O
conviertan, VMS O, O
en, SP O, O
eunucos, NC O, O
del, SP O, O
gusto, NC O, O
por, SP O, O
mera, AQ O, O
patrioteria, NC O, O
:, Fd , O
se, P0 O, O
perderan, VMI O, O
tantas, DI O, O
cosas, NC O, O
ricas, AQ O, O
..., Fs O, O
,,
Alcorcon, NC B-LOC, B-LOC
-, Fc , O
25, Z O, O
may, NC O, O
(, Fpa , O
EFE, NC B-, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
El, DA O, O
Museo, NC B-OR, B-ORG
de, SP I, I-ORG
Arte, NC I-O, I-ORG
en, SP O, O
vidrio, NC O, O
de, SP O, O
Alcorcon, NC B-LOC, B-LOC
acoge, VMI O, O
desde, SP O, O
hoy, RG O, O
hasta, SP O, O
el, DA O, O
proximo, NC O, O
28, Z O, O
de, SP O, O
junio, NC O, O
una, DI O, O
exposicion, NC O, O
de, SP O, O
esculturas, NC O, O
en, SP O, O
vidrio, NC O, O
del, SP O, O
artista, NC O, O
rumano, AQ O, O
Edward, NC B-PER, B-PER
Leibovtiz, AQ I-PER, I-PER
-, Fc , O
compuesta, AQ O, O
por, SP O, O
35, Z O, O
piezas, NC O, O
de, SP O, O
diferentes, DI O, O
formatos, NC O, O
y, CC , O
cuyo, PR O, O
tama�o, NC O, O
oscila, VMI O, O
entre, SP O, O
los, DA O, O
40, Z O, O
centimetros, NC O, O
y, CC , O
los, DA O, O
2, Z , O
metros, NC O, O
de, SP O, O
algunas, PI O, O
de, SP O, O
las, DA O, O
figuras, NC O, O
0, Fp , O
,,
Las, DA O, O
piezas, NC O, O
de, SP O, O
esta, DD O, O
muestra, NC O, O
-, Fc , O
organizada, AQ O, O
por, SP O, O
la, DA O, O
Concejalia, NC B-ORG, B-ORG
de, SP I, I-ORG
Cultura, NC I-ORG, I-ORG
-, Fc , O
tienen, VMI O, O
un, DI O, O
caracter, NC O, O
figurativo, AQ O, O
y, CC , O
en, SP O, O
ellas, PP O, O
se, P0 O, O
aprecian, VMI O, O
caras, AQ O, O
-, Fc , O
cuerpos, NC O, O
y, CC , O
distintas, DI O, O
fantasias, NC O, O
-, Fc , O
mostrando, VMG O, O
incluso, RG O, O
aspectos, NC O, O
eroticos, AQ O, O
0, Fp , O
,,
Edward, VMI B-PER, B-PER
Leibovitz, AQ I-PER, I-PER
-, Fc , O
que, PR O, O
reside, VMI O, O
en, SP O, O
Belgica, AQ B-LOC, B-LOC
en, SP O, O
la, DA O, O
actualidad, NC O, O
-, Fc , O
ha, VAI O, O
expuesto, VMP O, O
en, SP O, O
sus, DP O, O
30, Z O, O
a�os, NC O, O
de, SP O, O
trabajo, NC O, O
como, CS O, O
escultor, NC O, O
de, SP O, O
vidrio, NC O, O
contemporaneo, AQ O, O
en, SP O, O
numerosos, AQ O, O
museos, NC O, O
europeos, AQ O, O
-, Fc , O
americanos, NC O, O
y, CC , O
asiaticos, AQ O, O
de, SP O, O
paises, NC O, O
como, CS O, O
Japon, NC B-LO, B-LOC
-, Fc , O
Alemania, NC B-LOC, B-LOC
-, Fc , O
Francia, NC B-LOC, B-LOC
-, Fc , O
Belgica, AQ B-LOC, B-LOC
o, CC , O
Israel, NC B-LOC, B-LOC
0, Fp , O
,,
Los, DA O, O
asistentes, NC O, O
a, SP , O
la, DA O, O
muestra, NC O, O
-, Fc , O
que, PR O, O
se, P0 O, O
inaugurara, VMI O, O
esta, DD O, O
tarde, NC O, O
-, Fc , O
podran, VMI O, O
disfrutar, VMN O, O
de, SP O, O
las, DA O, O
distintas, DI O, O
obras, NC O, O
de, SP O, O
Leibovitz, NC B-PER, B-PER
-, Fc , O
quien, PR O, O
se�ala, VMI O, O
que, CS O, O
-, Fe , O
me, PP O, O
gusta, VMI O, O
trabajar, VMN O, O
la, DA O, O
composicion, NC O, O
de, SP O, O
la, DA O, O
pieza, NC O, O
y, CC , O
trato, NC O, O
de, SP O, O
transmitir, VMN O, O
la, DA O, O
fantasia, NC O, O
de, SP O, O
la, DA O, O
vida, NC O, O
con, SP O, O
un, DI O, O
aspecto, NC O, O
absurdo, AQ O, O
-, Fe , O
0, Fp , O
,,
A, SP , O
la, DA O, O
inauguracion, NC O, O
-, Fc , O
prevista, AQ O, O
a, SP , O
las, DA O, O
20, Z O, O
horas, NC O, O
-, Fc , O
asistira, VMI O, O
el, DA O, O
artista, NC O, O
y, CC , O
el, DA O, O
concejal, NC O, O
de, SP O, O
Cultura, NC B-MISC, B-MISC
-, Fc , O
Francisco, AQ B-PER, B-PER
Torres, NC I-PER, I-PER
-, Fc , O
desde, SP O, O
cuya, PR O, O
Concejalia, NC B-MISC, B-MISC
se, P0 O, O
ha, VAI O, O
cursado, VMP O, O
invitacion, NC O, O
a, SP , O
los, DA O, O
embajadores, NC O, O
de, SP O, O
Belgica, AQ B-LOC, B-LOC
-, Fc , O
Israel, NC B-LOC, B-LOC
y, CC , O
Rumania, NC B-LOC, B-LOC
-, Fc , O
consulados, NC O, O
que, CS O, O
segun, SP O, O
fuentes, NC O, O
municipales, AQ O, O
han, VAI O, O
confirmado, VMP O, O
su, DP O, O
presencia, NC O, O
a, SP , O
traves, NC O, O
de, SP O, O
distintos, DI O, O
representantes, NC O, O
0, Fp , O
,,
Madrid, NP B-LOC, B-LOC
-, Fc , O
25, Z O, O
may, NC O, O
(, Fpa , O
EFECOM, NP B-ORG, B-ORG
), Fpt , O
0, Fp , O
,,
-, Fg , O
,,
La, DA O, O
ampliacion, NC O, O
de, SP O, O
capital, NC O, O
maxima, AQ O, O
de, SP O, O
Terra, NC B-OR, B-ORG
para, SP O, O
el, DA O, O
canje, NC O, O
de, SP O, O
acciones, NC O, O
con, SP O, O
Lycos, NC B-OR, B-ORG
-, Fc , O
incluidas, AQ O, O
las, DA O, O
opciones, NC O, O
sobre, SP O, O
acciones, NC O, O
de, SP O, O
los, DA O, O
trabajadores, NC O, O
de, SP O, O
la, DA O, O
empresa, NC O, O
estadounidense, AQ O, O
-, Fc , O
no, RN O, O
excedera, VMI O, O
de, SP O, O
340.922.712, Z O, O
acciones, NC O, O
que, PR O, O
-, Fc , O
al, SP O, O
precio, NC O, O
del, SP O, O
cierre, NC O, O
de, SP O, O
ayer, NC O, O
en, SP O, O
bolsa, NC O, O
(, Fpa , O
50-9, Z O, O
pesetas, NC O, O
por, SP O, O
accion, NC O, O
), Fpt , O
-, Fc , O
seria, VSI O, O
de, SP O, O
2-887, Z O, O
billones, NC O, O
de, SP O, O
pesetas, NC O, O
0, Fp , O
,,
Asi, RG O, O
consta, VMI O, O
en, SP O, O
una, DI O, O
nota, NC O, O
aclaratoria, AQ O, O
del, SP O, O
grupo, NC O, O
Telefonica, AQ B-ORG, B-ORG
a, SP , O
la, DA O, O
Comision, NC B-ORG, B-ORG
Nacional, AQ I-ORG, I-ORG
del, SP I-, I-ORG
Mercado, NC I-ORG, I-ORG
de, SP I, I-ORG
Valores, NC I-ORG, I-ORG
sobre, SP O, O
las, DA O, O
ampliaciones, NC O, O
de, SP O, O
capital, NC O, O
que, PR O, O
seran, VSI O, O
sometidas, AQ O, O
a, SP , O
aprobacion, NC O, O
de, SP O, O
la, DA O, O
Junta, NC B-MI, B-MISC
General, AQ I-MISC, I-MISC
de, SP I, I-MISC
Accionistas, NC I-MISC, I-MISC
de, SP O, O
junio, NC O, O
para, SP O, O
llevar, VMN O, O
a, SP , O
cabo, NC O, O
la, DA O, O
operacion, NC O, O
de, SP O, O
su, DP O, O
filial, AQ O, O
Terra, NC B-OR, B-ORG
Network, NC I-ORG, I-ORG
sobre, SP O, O
la, DA O, O
compra, NC O, O
de, SP O, O
Lycos, NC B-OR, B-ORG
-, Fc , O
portal, NC O, O
estadounidense, AQ O, O
de, SP O, O
Internet, NC B-MISC, B-MISC
0, Fp , O
,,
En, SP O, O
esa, DD O, O
nota, NC O, O
de, SP O, O
aclaracion, NC O, O
-, Fc , O
Telefonica, AQ B-ORG, B-ORG
indica, VMI O, O
que, CS O, O
se, P0 O, O
trata, VMI O, O
de, SP O, O
ampliaciones, NC O, O
de, SP O, O
capital, NC O, O
maximas, AQ O, O
-, Fc , O
para, SP O, O
cubrir, VMN O, O
los, DA O, O
acuerdos, NC O, O
con, SP O, O
Lycos, NC B-OR, B-ORG
0, Fp , O
,,
La, DA O, O
ampliacion, NC O, O
de, SP O, O
340.922.712, Z O, O
acciones, NC O, O
para, SP O, O
el, DA O, O
canje, NC O, O
con, SP O, O
Lycos, NC B-OR, B-ORG
se, P0 O, O
ha, VAI O, O
realizado, VMP O, O
-, Fc , O
dice, VMI O, O
-, Fc , O
teniendo, VMG O, O
en, SP O, O
cuenta, NC O, O
que, PR O, O
la, DA O, O
empresa, NC O, O
americana, AQ O, O
tiene, VMI O, O
112.192.815, Z O, O
acciones, NC O, O
-, Fc , O
y, CC , O
opciones, NC O, O
previstas, AQ O, O
para, SP O, O
la, DA O, O
adquisicion, NC O, O
de, SP O, O
activos, AQ O, O
por, SP O, O
importe, NC O, O
de, SP O, O
9-7, Z O, O
millones, NC O, O
de, SP O, O
titulos, NC O, O
0, Fp , O
,,
Ademas, RG O, O
-, Fc , O
los, DA O, O
empleados, NC O, O
de, SP O, O
Lycos, NC B-OR, B-ORG
tienen, VMI O, O
planes, NC O, O
de, SP O, O
opciones, NC O, O
sobre, SP O, O
acciones, NC O, O
por, SP O, O
23.640.000, Z O, O
titulos, NC O, O
-, Fc , O
y, CC , O
al, SP O, O
cierre, NC O, O
de, SP O, O
la, DA O, O
operacion, NC O, O
con, SP O, O
Telefonica, AQ B-ORG, B-ORG
puede, VMI O, O
haber, VAN O, O
otros, PI O, O
7.440.000, Z O, O
opciones, NC O, O
sobre, SP O, O
acciones, NC O, O
0, Fp , O
,,
La, DA O, O
nota, NC O, O
se�ala, VMI O, O
que, CS O, O
el, DA O, O
numero, NC O, O
maximo, AQ O, O
de, SP O, O
acciones, NC O, O
de, SP O, O
Lycos, NC B-OR, B-ORG
que, PR O, O
podrian, VMI O, O
estar, VMN O, O
emitidas, AQ O, O
en, SP O, O
total, AQ O, O
para, SP O, O
su, DP O, O
canje, NC O, O
con, SP O, O
Telefonica, AQ B-ORG, B-ORG
no, RN O, O
excedera, VMI O, O
los, DA O, O
158.568.703, Z O, O
acciones, NC O, O
-, Fc , O
que, PR O, O
se, P0 O, O
cambiarian, VMI O, O
por, SP O, O
un, DI O, O
maximo, AQ O, O
de, SP O, O
2-15, Z O, O
acciones, NC O, O
de, SP O, O
la, DA O, O
compa�ia, NC O, O
espa�ola, AQ O, O
cada, DI O, O
una, PI O, O
0, Fp , O
,,
En, SP O, O
cuanto, RG O, O
a, SP , O
la, DA O, O
emision, NC O, O
de, SP O, O
38.346.984, Z O, O
de, SP O, O
acciones, NC O, O
warrants, NC O, O
(, Fpa , O
derechos, NC O, O
), Fpt , O
para, SP O, O
la, DA O, O
compra, NC O, O
de, SP O, O
opciones, NC O, O
sobre, SP O, O
acciones, NC O, O
de, SP O, O
los, DA O, O
empleados, NC O, O
de, SP O, O
